iter	Passed	Remaining
129	5271	2022368
130	5294	2015391
131	5361	2025345
132	5406	2027045
133	5437	2023510
134	5454	2014795
135	5484	2010793
136	5501	2002183
137	5535	2000055
138	5563	1995870
139	5583	1988362
140	5611	1984358
141	5644	1981735
142	5675	1978698
143	5705	1975322
144	5735	1972028
145	5767	1969284
146	5800	1967114
147	5830	1964073
148	5850	1957289
149	5894	1958933
150	5926	1956557
151	5959	1954239
152	5976	1947124
153	6039	1954690
154	6070	1952293
155	6091	1946425
156	6109	1939478
157	6132	1934483
158	6149	1927542
159	6194	1929593
160	6215	1923965
161	6253	1923690
162	6284	1921491
163	6331	1924098
164	6361	1921375
165	6407	1923691
166	6456	1926746
167	6472	1919956
168	6503	1917538
169	6534	1915395
170	6566	1913541
171	6584	1907474
172	6611	1904325
173	6644	1902690
174	6675	1900558
175	6707	1898817
176	6724	1892847
177	6751	1889774
178	6799	1892378
179	6816	1886584
180	6833	1880919
181	6859	1877523
182	6900	1878563
183	6919	1873246
184	6936	1867706
185	6953	1862363
186	6987	1861442
187	7005	1856262
188	7031	1853246
189	7063	1851664
190	7111	1854462
191	7128	1849187
192	7158	1847384
193	7197	1847862
194	7220	1844092
195	7269	1847105
196	7303	1846383
197	7324	1842373
198	7363	1842678
199	7395	1841406
200	7449	1845558
201	7471	1841945
202	7489	1837170
203	7508	1832726
204	7531	1829519
205	7580	1832431
206	7609	1830486
207	7641	1829256
208	7659	1824835
209	7687	1822617
210	7717	1821188
211	7735	1816589
212	7764	1814841
213	7783	1810721
214	7842	1816046
215	7874	1814813
216	7938	1821294
217	7968	1819723
218	8016	1822211
219	8033	1817676
220	8078	1819724
221	8108	1818237
222	8127	1814196
223	8156	1812450
224	8186	1810989
225	8218	1810036
226	8264	1812013
227	8312	1814557
228	8343	1813487
229	8361	1809438
230	8379	1805420
231	8397	1801334
232	8414	1797251
233	8436	1794230
234	8500	1800211
235	8529	1798562
236	8560	1797395
237	8592	1796548
238	8610	1792774
239	8639	1791153
240	8655	1787193
241	8700	1788928
242	8732	1787982
243	8750	1784307
244	8794	1785951
245	8826	1785151
246	8873	1787466
247	8903	1786224
248	8935	1785327
249	8970	1785038
250	8998	1783525
251	9030	1782638
252	9081	1785652
253	9124	1786940
254	9155	1786085
255	9194	1786677
256	9258	1791954
257	9304	1793962
258	9328	1791531
259	9359	1790573
260	9377	1786991
261	9420	1788402
262	9438	1784896
263	9466	1783408
264	9511	1785161
265	9529	1781817
266	9573	1783283
267	9591	1779783
268	9608	1776331
269	9651	1777676
270	9668	1774239
271	9716	1776419
272	9748	1775637
273	9778	1774603
274	9809	1773746
275	9827	1770494
276	9887	1774862
277	9947	1779147
278	9981	1778848
279	9999	1775550
280	10033	1775369
281	10053	1772446
282	10071	1769345
283	10102	1768551
284	10123	1765850
285	10139	1762557
286	10165	1760781
287	10195	1759831
288	10226	1759062
289	10243	1755818
290	10289	1757697
291	10322	1757232
292	10353	1756447
293	10370	1753324
294	10415	1754952
295	10446	1754187
296	10479	1753717
297	10523	1755225
298	10542	1752458
299	10572	1751478
300	10604	1750872
301	10633	1749925
302	10692	1753826
303	10709	1750761
304	10729	1748140
305	10760	1747565
306	10791	1746791
307	10824	1746387
308	10871	1748225
309	10888	1745307
310	10917	1744232
311	10949	1743822
312	10977	1742561
313	11009	1742070
314	11038	1741161
315	11069	1740506
316	11087	1737678
317	11105	1735115
318	11123	1732347
319	11147	1730639
320	11178	1730084
321	11195	1727236
322	11235	1728040
323	11254	1725486
324	11272	1722897
325	11289	1720191
326	11338	1722317
327	11356	1719744
328	11384	1718829
329	11432	1720701
330	11462	1720064
331	11494	1719534
332	11541	1721418
333	11574	1721162
334	11604	1720424
335	11634	1719650
336	11651	1717117
337	11695	1718479
338	11739	1719732
339	11760	1717676
340	11792	1717282
341	11823	1716718
342	11853	1716101
343	11883	1715425
344	11915	1714966
345	11945	1714216
346	11976	1713739
347	12010	1713640
348	12039	1712854
349	12071	1712425
350	12102	1711930
351	12135	1711651
352	12165	1710970
353	12182	1708460
354	12228	1710087
355	12275	1711802
356	12292	1709298
357	12308	1706813
358	12338	1706104
359	12377	1706662
360	12403	1705575
361	12422	1703404
362	12448	1702219
363	12496	1704001
364	12545	1706036
365	12562	1703649
366	12579	1701221
367	12596	1698844
368	12612	1696447
369	12630	1694225
370	12664	1694131
371	12681	1691843
372	12699	1689642
373	12733	1689584
374	12761	1688770
375	12792	1688357
376	12809	1686110
377	12841	1685760
378	12872	1685304
379	12904	1685043
380	12949	1686487
381	12982	1686311
382	13017	1686348
383	13045	1685600
384	13077	1685359
385	13107	1684805
386	13162	1687425
387	13201	1688077
388	13232	1687561
389	13250	1685544
390	13279	1684912
391	13310	1684479
392	13341	1684013
393	13372	1683683
394	13418	1685121
395	13450	1684834
396	13480	1684354
397	13512	1684070
398	13550	1684553
399	13566	1682281
400	13583	1680174
401	13601	1678081
402	13622	1676573
403	13670	1678242
404	13714	1679491
405	13746	1679185
406	13776	1678705
407	13793	1676629
408	13815	1675134
409	13831	1672984
410	13848	1670831
411	13886	1671324
412	13902	1669230
413	13950	1670941
414	13966	1668740
415	13982	1666660
416	13999	1664601
417	14044	1665871
418	14061	1663869
419	14078	1661890
420	14094	1659839
421	14110	1657798
422	14138	1657062
423	14154	1655043
424	14177	1653723
425	14212	1653937
426	14245	1653869
427	14276	1653531
428	14293	1651586
429	14339	1653011
430	14385	1654520
431	14402	1652521
432	14449	1654028
433	14464	1651983
434	14508	1653124
435	14526	1651319
436	14542	1649350
437	14558	1647419
438	14622	1650854
439	14666	1651993
440	14715	1653680
441	14731	1651770
442	14748	1649860
443	14766	1648182
444	14784	1646342
445	14800	1644446
446	14832	1644309
447	14848	1642371
448	14865	1640511
449	14918	1642722
450	14935	1640891
451	14952	1639049
452	14980	1638468
453	14996	1636620
454	15042	1637977
455	15058	1636067
456	15078	1634635
457	15105	1633928
458	15121	1632129
459	15137	1630254
460	15164	1629599
461	15200	1629871
462	15216	1627985
463	15232	1626160
464	15264	1626075
465	15291	1625469
466	15308	1623748
467	15324	1621943
468	15355	1621695
469	15409	1623866
470	15431	1622757
471	15462	1622463
472	15478	1620712
473	15494	1618976
474	15543	1620597
475	15560	1618898
476	15587	1618275
477	15603	1616573
478	15620	1614862
479	15665	1616191
480	15682	1614517
481	15699	1612886
482	15717	1611307
483	15754	1611760
484	15772	1610232
485	15788	1608553
486	15805	1606891
487	15821	1605228
488	15868	1606671
489	15914	1608016
490	15931	1606381
491	15947	1604751
492	15994	1606159
493	16024	1605843
494	16040	1604205
495	16057	1602608
496	16073	1600981
497	16101	1600531
498	16165	1603601
499	16197	1603563
500	16245	1605090
501	16275	1604826
502	16339	1607842
503	16356	1606317
504	16373	1604747
505	16449	1608960
506	16466	1607413
507	16483	1605874
508	16519	1606219
509	16536	1604664
510	16583	1606045
511	16599	1604446
512	16622	1603522
513	16647	1602721
514	16685	1603307
515	16701	1601669
516	16718	1600116
517	16734	1598593
518	16751	1597075
519	16768	1595547
520	16795	1595090
521	16813	1593634
522	16830	1592185
523	16846	1590627
524	16863	1589190
525	16891	1588730
526	16922	1588642
527	16939	1587177
528	16969	1586963
529	17016	1588333
530	17062	1589566
531	17109	1590889
532	17125	1589395
533	17141	1587891
534	17157	1586388
535	17188	1586183
536	17205	1584764
537	17222	1583338
538	17238	1581895
539	17255	1580451
540	17295	1581145
541	17326	1581101
542	17359	1581119
543	17375	1579664
544	17391	1578170
545	17421	1577940
546	17469	1579360
547	17485	1577892
548	17501	1576439
549	17547	1577664
550	17578	1577573
551	17594	1576129
552	17626	1576098
553	17674	1577530
554	17691	1576112
555	17708	1574787
556	17724	1573379
557	17754	1573112
558	17815	1575711
559	17831	1574284
560	17861	1574074
561	17877	1572661
562	17893	1571248
563	17911	1569955
564	17927	1568566
565	17972	1569717
566	17989	1568425
567	18035	1569637
568	18052	1568281
569	18092	1568926
570	18108	1567543
571	18124	1566225
572	18141	1564867
573	18157	1563515
574	18178	1562580
575	18196	1561392
576	18211	1559935
577	18228	1558640
578	18245	1557331
579	18270	1556803
580	18287	1555537
581	18320	1555603
582	18336	1554277
583	18353	1553007
584	18394	1553771
585	18410	1552431
586	18426	1551134
587	18443	1549879
588	18459	1548574
589	18512	1550331
590	18528	1549058
591	18545	1547814
592	18563	1546647
593	18583	1545672
594	18598	1544341
595	18615	1543124
596	18661	1544255
597	18677	1542988
598	18695	1541879
599	18712	1540640
600	18728	1539385
601	18745	1538164
602	18794	1539641
603	18810	1538389
604	18887	1542051
605	18917	1541964
606	18933	1540681
607	18949	1539425
608	18966	1538237
609	18983	1537004
610	19018	1537345
611	19066	1538625
612	19082	1537423
613	19099	1536259
614	19130	1536155
615	19169	1536827
616	19186	1535630
617	19203	1534437
618	19219	1533232
619	19235	1532005
620	19251	1530812
621	19291	1531463
622	19308	1530318
623	19324	1529099
624	19370	1530261
625	19387	1529130
626	19430	1530065
627	19476	1531199
628	19508	1531258
629	19556	1532519
630	19597	1533308
631	19614	1532155
632	19636	1531395
633	19652	1530226
634	19682	1530095
635	19699	1529015
636	19760	1531272
637	19792	1531351
638	19808	1530154
639	19825	1529043
640	19841	1527882
641	19895	1529563
642	19911	1528438
643	19934	1527762
644	19966	1527794
645	19982	1526621
646	19998	1525462
647	20029	1525457
648	20045	1524321
649	20061	1523140
650	20079	1522103
651	20109	1521997
652	20125	1520853
653	20141	1519746
654	20170	1519588
655	20187	1518461
656	20204	1517402
657	20221	1516343
658	20249	1516140
659	20265	1515004
660	20313	1516285
661	20331	1515264
662	20347	1514187
663	20391	1515116
664	20422	1515131
665	20438	1514007
666	20455	1512920
667	20472	1511864
668	20488	1510821
669	20519	1510784
670	20550	1510773
671	20566	1509704
672	20629	1512030
673	20676	1513152
674	20708	1513238
675	20730	1512625
676	20751	1511834
677	20780	1511669
678	20796	1510601
679	20812	1509524
680	20835	1508921
681	20882	1510096
682	20914	1510144
683	20944	1510104
684	20961	1509067
685	20978	1508049
686	20995	1507029
687	21022	1506784
688	21039	1505796
689	21056	1504768
690	21084	1504558
691	21100	1503498
692	21116	1502460
693	21163	1503596
694	21179	1502539
695	21197	1501617
696	21226	1501466
697	21242	1500436
698	21258	1499383
699	21274	1498335
700	21291	1497344
701	21307	1496306
702	21323	1495306
703	21367	1496228
704	21385	1495299
705	21401	1494303
706	21461	1496312
707	21496	1496621
708	21513	1495641
709	21530	1494677
710	21546	1493683
711	21562	1492676
712	21579	1491682
713	21595	1490709
714	21612	1489761
715	21629	1488790
716	21645	1487784
717	21685	1488438
718	21701	1487474
719	21717	1486464
720	21734	1485515
721	21790	1487213
722	21833	1488112
723	21849	1487117
724	21865	1486128
725	21916	1487465
726	21932	1486486
727	21948	1485518
728	21966	1484648
729	21983	1483703
730	22002	1482987
731	22020	1482097
732	22037	1481189
733	22053	1480259
734	22070	1479312
735	22086	1478349
736	22120	1478566
737	22151	1478609
738	22168	1477736
739	22185	1476834
740	22202	1475935
741	22219	1475020
742	22237	1474227
743	22269	1474340
744	22307	1474828
745	22323	1473913
746	22371	1475028
747	22436	1477300
748	22453	1476455
749	22498	1477416
750	22516	1476566
751	22532	1475638
752	22574	1476412
753	22591	1475532
754	22610	1474756
755	22630	1474091
756	22647	1473206
757	22669	1472709
758	22723	1474245
759	22747	1473789
760	22763	1472868
761	22796	1473045
762	22813	1472172
763	22830	1471287
764	22846	1470370
765	22875	1470307
766	22904	1470246
767	22921	1469385
768	22952	1469377
769	22968	1468478
770	22985	1467626
771	23002	1466785
772	23018	1465881
773	23034	1465011
774	23051	1464130
775	23068	1463281
776	23107	1463848
777	23137	1463876
778	23154	1462987
779	23177	1462583
780	23193	1461688
781	23217	1461301
782	23234	1460424
783	23250	1459578
784	23296	1460546
785	23312	1459660
786	23328	1458789
787	23343	1457872
788	23390	1458886
789	23407	1458078
790	23425	1457321
791	23443	1456556
792	23469	1456311
793	23509	1456931
794	23532	1456498
795	23564	1456641
796	23598	1456867
797	23614	1456004
798	23642	1455867
799	23704	1457850
800	23721	1456993
801	23737	1456135
802	23753	1455305
803	23771	1454577
804	23815	1455399
805	23832	1454612
806	23848	1453782
807	23894	1454721
808	23912	1454015
809	23929	1453187
810	23945	1452330
811	23987	1453099
812	24004	1452265
813	24019	1451355
814	24063	1452245
815	24079	1451402
816	24096	1450595
817	24141	1451518
818	24158	1450705
819	24186	1450610
820	24203	1449814
821	24219	1448979
822	24236	1448237
823	24279	1448989
824	24303	1448643
825	24320	1447839
826	24343	1447434
827	24359	1446603
828	24405	1447571
829	24453	1448652
830	24484	1448712
831	24501	1447914
832	24532	1447989
833	24548	1447183
834	24565	1446406
835	24594	1446348
836	24610	1445555
837	24658	1446583
838	24675	1445842
839	24737	1447719
840	24769	1447841
841	24830	1449683
842	24847	1448926
843	24864	1448157
844	24912	1449182
845	24936	1448868
846	24955	1448234
847	24972	1447472
848	24989	1446702
849	25009	1446141
850	25025	1445356
851	25042	1444579
852	25084	1445263
853	25100	1444470
854	25132	1444582
855	25167	1444922
856	25184	1444151
857	25200	1443376
858	25217	1442641
859	25259	1443307
860	25275	1442529
861	25292	1441762
862	25308	1440986
863	25324	1440216
864	25341	1439465
865	25382	1440117
866	25431	1441200
867	25462	1441247
868	25481	1440646
869	25510	1440582
870	25527	1439864
871	25543	1439098
872	25559	1438347
873	25592	1438487
874	25608	1437731
875	25647	1438264
876	25677	1438237
877	25694	1437547
878	25711	1436809
879	25755	1437608
880	25771	1436858
881	25788	1436135
882	25818	1436140
883	25847	1436138
884	25878	1436190
885	25895	1435464
886	25957	1437260
887	25988	1437329
888	26035	1438281
889	26083	1439271
890	26100	1438568
891	26117	1437873
892	26134	1437180
893	26151	1436440
894	26209	1438012
895	26240	1438096
896	26272	1438202
897	26304	1438298
898	26320	1437553
899	26343	1437196
900	26366	1436827
901	26398	1436928
902	26429	1436995
903	26461	1437101
904	26495	1437330
905	26511	1436595
906	26542	1436634
907	26558	1435918
908	26575	1435223
909	26591	1434498
910	26615	1434174
911	26633	1433514
912	26649	1432798
913	26678	1432778
914	26695	1432050
915	26734	1432594
916	26751	1431906
917	26768	1431208
918	26784	1430471
919	26800	1429759
920	26817	1429091
921	26852	1429351
922	26869	1428661
923	26909	1429240
924	26925	1428519
925	26942	1427837
926	26975	1428010
927	26992	1427346
928	27038	1428190
929	27060	1427820
930	27077	1427152
931	27095	1426549
932	27112	1425870
933	27129	1425183
934	27145	1424500
935	27162	1423813
936	27225	1425555
937	27242	1424891
938	27288	1425785
939	27304	1425076
940	27320	1424373
941	27352	1424465
942	27375	1424150
943	27393	1423550
944	27427	1423783
945	27444	1423105
946	27475	1423178
947	27494	1422648
948	27521	1422527
949	27553	1422611
950	27583	1422671
951	27600	1421997
952	27648	1422943
953	27711	1424691
954	27727	1423985
955	27744	1423315
956	27760	1422625
957	27776	1421916
958	27794	1421359
959	27824	1421369
960	27841	1420743
961	27859	1420117
962	27907	1421080
963	27924	1420439
964	27940	1419768
965	27958	1419158
966	27974	1418502
967	28033	1419984
968	28050	1419320
969	28072	1418966
970	28088	1418288
971	28137	1419257
972	28168	1419334
973	28184	1418657
974	28201	1418027
975	28244	1418688
976	28260	1418036
977	28291	1418118
978	28347	1419445
979	28363	1418774
980	28380	1418106
981	28420	1418669
982	28449	1418616
983	28466	1417980
984	28482	1417313
985	28510	1417269
986	28541	1417314
987	28559	1416751
988	28575	1416100
989	28620	1416845
990	28666	1417677
991	28696	1417702
992	28712	1417042
993	28728	1416382
994	28745	1415732
995	28768	1415452
996	28785	1414844
997	28802	1414208
998	28822	1413751
999	28839	1413139
1000	28855	1412497
1001	28873	1411933
1002	28889	1411285
1003	28906	1410668
1004	28923	1410035
1005	28940	1409430
1006	28975	1409744
1007	28992	1409109
1008	29008	1408502
1009	29025	1407867
1010	29042	1407297
1011	29059	1406664
1012	29106	1407549
1013	29123	1406967
1014	29152	1406910
1015	29168	1406271
1016	29198	1406319
1017	29216	1405772
1018	29232	1405132
1019	29248	1404507
1020	29265	1403891
1021	29286	1403540
1022	29303	1402953
1023	29320	1402342
1024	29337	1401758
1025	29354	1401175
1026	29371	1400572
1027	29387	1399986
1028	29433	1400777
1029	29450	1400199
1030	29481	1400261
1031	29497	1399656
1032	29528	1399746
1033	29546	1399200
1034	29562	1398597
1035	29590	1398514
1036	29642	1399593
1037	29658	1398990
1038	29675	1398382
1039	29691	1397776
1040	29732	1398340
1041	29762	1398363
1042	29792	1398431
1043	29841	1399330
1044	29858	1398778
1045	29903	1399502
1046	29934	1399612
1047	29951	1399024
1048	29996	1399751
1049	30032	1400085
1050	30049	1399511
1051	30066	1398926
1052	30082	1398335
1053	30099	1397750
1054	30115	1397163
1055	30132	1396574
1056	30150	1396074
1057	30199	1396981
1058	30215	1396390
1059	30231	1395788
1060	30274	1396427
1061	30305	1396501
1062	30321	1395914
1063	30338	1395338
1064	30354	1394756
1065	30382	1394679
1066	30415	1394850
1067	30444	1394879
1068	30461	1394308
1069	30478	1393739
1070	30507	1393768
1071	30539	1393879
1072	30586	1394700
1073	30605	1394214
1074	30621	1393653
1075	30638	1393071
1076	30654	1392488
1077	30681	1392374
1078	30697	1391793
1079	30713	1391214
1080	30731	1390695
1081	30789	1392004
1082	30805	1391410
1083	30821	1390819
1084	30837	1390264
1085	30868	1390343
1086	30886	1389814
1087	30902	1389240
1088	30918	1388675
1089	30935	1388106
1090	30962	1388049
1091	31000	1388453
1092	31017	1387910
1093	31034	1387354
1094	31051	1386837
1095	31072	1386455
1096	31150	1388647
1097	31167	1388123
1098	31204	1388473
1099	31221	1387947
1100	31238	1387415
1101	31256	1386901
1102	31275	1386463
1103	31291	1385895
1104	31321	1385942
1105	31337	1385379
1106	31353	1384797
1107	31386	1384954
1108	31416	1385039
1109	31432	1384455
1110	31449	1383903
1111	31479	1383964
1112	31495	1383415
1113	31512	1382892
1114	31541	1382896
1115	31589	1383711
1116	31605	1383162
1117	31653	1383964
1118	31670	1383470
1119	31700	1383510
1120	31717	1382982
1121	31733	1382430
1122	31750	1381887
1123	31766	1381334
1124	31782	1380785
1125	31826	1381424
1126	31857	1381500
1127	31873	1380950
1128	31903	1381005
1129	31920	1380493
1130	31936	1379950
1131	31957	1379611
1132	31973	1379055
1133	31990	1378513
1134	32007	1377994
1135	32023	1377459
1136	32039	1376926
1137	32056	1376418
1138	32072	1375871
1139	32089	1375365
1140	32106	1374820
1141	32122	1374299
1142	32139	1373808
1143	32156	1373276
1144	32201	1373956
1145	32217	1373430
1146	32234	1372909
1147	32251	1372420
1148	32267	1371872
1149	32283	1371359
1150	32301	1370885
1151	32317	1370355
1152	32346	1370364
1153	32362	1369837
1154	32406	1370460
1155	32467	1371846
1156	32485	1371367
1157	32502	1370876
1158	32529	1370815
1159	32554	1370663
1160	32581	1370566
1161	32609	1370534
1162	32625	1370028
1163	32648	1369783
1164	32666	1369313
1165	32702	1369626
1166	32718	1369088
1167	32748	1369170
1168	32765	1368666
1169	32780	1368100
1170	32796	1367576
1171	32815	1367148
1172	32833	1366733
1173	32888	1367804
1174	32906	1367384
1175	32937	1367464
1176	32969	1367613
1177	32986	1367114
1178	33016	1367194
1179	33033	1366687
1180	33080	1367435
1181	33096	1366926
1182	33111	1366341
1183	33143	1366498
1184	33159	1365957
1185	33223	1367445
1186	33264	1367927
1187	33280	1367413
1188	33296	1366896
1189	33319	1366648
1190	33346	1366572
1191	33362	1366074
1192	33392	1366145
1193	33410	1365691
1194	33439	1365694
1195	33470	1365780
1196	33531	1367126
1197	33548	1366624
1198	33564	1366115
1199	33581	1365630
1200	33622	1366158
1201	33638	1365647
1202	33655	1365157
1203	33683	1365124
1204	33699	1364626
1205	33746	1365365
1206	33764	1364947
1207	33781	1364477
1208	33797	1363960
1209	33815	1363510
1210	33831	1363005
1211	33847	1362507
1212	33864	1362021
1213	33880	1361544
1214	33902	1361263
1215	33919	1360804
1216	33936	1360312
1217	33965	1360348
1218	33982	1359866
1219	33999	1359421
1220	34016	1358952
1221	34032	1358469
1222	34055	1358256
1223	34073	1357804
1224	34089	1357327
1225	34120	1357397
1226	34137	1356940
1227	34153	1356456
1228	34168	1355939
1229	34198	1355998
1230	34216	1355575
1231	34232	1355092
1232	34260	1355050
1233	34276	1354577
1234	34293	1354117
1235	34309	1353626
1236	34331	1353364
1237	34347	1352877
1238	34364	1352403
1239	34380	1351942
1240	34397	1351492
1241	34435	1351842
1242	34451	1351362
1243	34468	1350905
1244	34511	1351474
1245	34527	1351015
1246	34558	1351101
1247	34605	1351840
1248	34622	1351402
1249	34664	1351905
1250	34720	1353006
1251	34737	1352537
1252	34776	1352933
1253	34792	1352476
1254	34808	1351980
1255	34824	1351504
1256	34840	1351032
1257	34856	1350553
1258	34874	1350144
1259	34919	1350763
1260	34951	1350899
1261	34983	1351044
1262	35031	1351798
1263	35079	1352540
1264	35095	1352084
1265	35112	1351620
1266	35128	1351155
1267	35144	1350675
1268	35190	1351365
1269	35207	1350900
1270	35228	1350632
1271	35253	1350492
1272	35269	1350034
1273	35286	1349569
1274	35341	1350606
1275	35358	1350148
1276	35374	1349691
1277	35390	1349220
1278	35406	1348753
1279	35423	1348308
1280	35503	1350259
1281	35565	1351539
1282	35612	1352230
1283	35642	1352324
1284	35674	1352430
1285	35690	1351969
1286	35752	1353245
1287	35769	1352797
1288	35817	1353526
1289	35833	1353076
1290	35850	1352611
1291	35917	1354081
1292	35955	1354450
1293	35971	1353977
1294	35988	1353542
1295	36005	1353113
1296	36022	1352647
1297	36038	1352175
1298	36054	1351712
1299	36097	1352273
1300	36113	1351811
1301	36175	1353041
1302	36191	1352590
1303	36212	1352320
1304	36229	1351872
1305	36251	1351630
1306	36282	1351735
1307	36299	1351283
1308	36329	1351365
1309	36346	1350931
1310	36362	1350466
1311	36379	1350016
1312	36395	1349568
1313	36412	1349144
1314	36429	1348727
1315	36462	1348880
1316	36479	1348449
1317	36495	1348001
1318	36511	1347557
1319	36527	1347108
1320	36545	1346695
1321	36561	1346259
1322	36602	1346704
1323	36618	1346270
1324	36635	1345829
1325	36650	1345359
1326	36675	1345211
1327	36691	1344783
1328	36708	1344360
1329	36725	1343933
1330	36743	1343545
1331	36759	1343117
1332	36776	1342690
1333	36793	1342265
1334	36809	1341822
1335	36827	1341432
1336	36842	1340978
1337	36859	1340539
1338	36875	1340093
1339	36894	1339783
1340	36925	1339876
1341	36943	1339482
1342	36960	1339074
1343	36976	1338651
1344	37019	1339174
1345	37050	1339270
1346	37067	1338843
1347	37096	1338895
1348	37127	1338979
1349	37146	1338661
1350	37163	1338250
1351	37179	1337803
1352	37196	1337398
1353	37212	1336962
1354	37231	1336615
1355	37248	1336209
1356	37270	1336012
1357	37287	1335593
1358	37305	1335220
1359	37321	1334792
1360	37337	1334371
1361	37380	1334896
1362	37398	1334515
1363	37471	1336107
1364	37487	1335679
1365	37503	1335260
1366	37521	1334880
1367	37537	1334460
1368	37568	1334549
1369	37584	1334127
1370	37615	1334195
1371	37631	1333767
1372	37647	1333338
1373	37678	1333432
1374	37697	1333128
1375	37714	1332735
1376	37731	1332320
1377	37747	1331891
1378	37773	1331831
1379	37820	1332500
1380	37836	1332075
1381	37855	1331746
1382	37873	1331377
1383	37931	1332424
1384	37949	1332060
1385	37965	1331644
1386	37981	1331230
1387	37998	1330821
1388	38015	1330418
1389	38031	1329991
1390	38059	1330013
1391	38086	1329957
1392	38135	1330691
1393	38165	1330770
1394	38181	1330347
1395	38198	1329930
1396	38214	1329522
1397	38230	1329093
1398	38246	1328674
1399	38289	1329186
1400	38320	1329288
1401	38337	1328902
1402	38384	1329557
1403	38439	1330489
1404	38456	1330087
1405	38471	1329635
1406	38487	1329224
1407	38503	1328812
1408	38519	1328396
1409	38536	1328001
1410	38554	1327644
1411	38570	1327242
1412	38587	1326854
1413	38635	1327549
1414	38674	1327899
1415	38714	1328306
1416	38746	1328448
1417	38778	1328578
1418	38794	1328158
1419	38897	1330732
1420	38914	1330342
1421	38959	1330928
1422	38976	1330535
1423	39012	1330823
1424	39029	1330437
1425	39046	1330038
1426	39062	1329627
1427	39078	1329216
1428	39095	1328830
1429	39141	1329433
1430	39157	1329027
1431	39174	1328650
1432	39205	1328739
1433	39252	1329396
1434	39271	1329062
1435	39288	1328686
1436	39316	1328686
1437	39333	1328316
1438	39357	1328186
1439	39380	1327998
1440	39396	1327601
1441	39413	1327206
1442	39430	1326822
1443	39448	1326500
1444	39466	1326140
1445	39482	1325748
1446	39498	1325356
1447	39515	1324957
1448	39532	1324610
1449	39549	1324226
1450	39613	1325440
1451	39629	1325031
1452	39646	1324643
1453	39689	1325145
1454	39705	1324745
1455	39721	1324353
1456	39785	1325529
1457	39817	1325665
1458	39864	1326308
1459	39881	1325932
1460	39909	1325924
1461	39925	1325527
1462	39974	1326196
1463	39990	1325802
1464	40029	1326164
1465	40046	1325793
1466	40062	1325385
1467	40079	1325012
1468	40100	1324781
1469	40116	1324397
1470	40143	1324348
1471	40160	1323997
1472	40177	1323607
1473	40193	1323218
1474	40210	1322852
1475	40267	1323792
1476	40284	1323443
1477	40312	1323440
1478	40376	1324602
1479	40390	1324162
1480	40406	1323760
1481	40424	1323416
1482	40441	1323048
1483	40469	1323053
1484	40486	1322691
1485	40503	1322328
1486	40521	1321999
1487	40537	1321621
1488	40555	1321271
1489	40571	1320902
1490	40589	1320556
1491	40629	1320962
1492	40657	1320955
1493	40674	1320595
1494	40691	1320216
1495	40722	1320321
1496	40752	1320398
1497	40768	1320010
1498	40830	1321102
