iter	RMSE
173	0.0986552599
174	0.09865013682
175	0.09864186966
176	0.09859482789
177	0.09851080839
178	0.09836562712
179	0.09836010672
180	0.09818015995
181	0.09816784372
182	0.09815479506
183	0.09814940201
184	0.0979524923
185	0.09775871986
186	0.09756468512
187	0.09755922226
188	0.09742125629
189	0.09722904087
190	0.09705760752
191	0.09705259194
192	0.09698373112
193	0.0969738367
194	0.09676915225
195	0.09670857718
196	0.09656987282
197	0.09648671458
198	0.09631619721
199	0.09625498478
200	0.09615347813
201	0.0960330849
202	0.09583157231
203	0.09564717238
204	0.09563275758
205	0.09562269926
206	0.09540213636
207	0.09529787407
208	0.09529269403
209	0.09519093123
210	0.09487431363
211	0.09472134507
212	0.0946374311
213	0.09449017274
214	0.09443222189
215	0.09429653122
216	0.09429267788
217	0.09418984222
218	0.09406180922
219	0.09390966785
220	0.0938779191
221	0.09373403018
222	0.09347118149
223	0.0934711584
224	0.09346793718
225	0.09325793774
226	0.09313916049
227	0.09310258598
228	0.09301001837
229	0.09288476993
230	0.09283917787
231	0.09274164152
232	0.09257020701
233	0.09244762457
234	0.09243692063
235	0.09236712566
236	0.09212989029
237	0.09191455707
238	0.09190847594
239	0.0918113118
240	0.09173147886
241	0.09166153664
242	0.09163977541
243	0.09150374712
244	0.09144823695
245	0.09130586265
246	0.09124156757
247	0.09114764946
248	0.0910546302
249	0.09104480998
250	0.0910418194
251	0.0910371442
252	0.09103278184
253	0.09101247158
254	0.09100050065
255	0.0909325056
256	0.09079661736
257	0.09073153908
258	0.09066120336
259	0.09065705252
260	0.0906521401
261	0.09054888641
262	0.09047737501
263	0.09046796776
264	0.09034789662
265	0.09034518627
266	0.09022785345
267	0.09020877242
268	0.09015434644
269	0.09014654253
270	0.09012906492
271	0.08997940984
272	0.08993149749
273	0.08978148669
274	0.08972303578
275	0.08971943201
276	0.08952325848
277	0.08950692725
278	0.08934572599
279	0.0892841339
280	0.08910864424
281	0.08904335635
282	0.08903998308
283	0.08900877884
284	0.08897997945
285	0.08890285535
286	0.0888304687
287	0.08875425812
288	0.08872650151
289	0.0887244114
290	0.08856108728
291	0.08843405214
292	0.08831925566
293	0.088292735
294	0.08828568808
295	0.08816692572
296	0.0881470475
297	0.08797854637
298	0.08784749645
299	0.08774744204
300	0.08774560328
301	0.08765335583
302	0.08763251325
303	0.08762334004
304	0.08760879572
305	0.0875386123
306	0.08739792869
307	0.08728291241
308	0.08727513156
309	0.08712182524
310	0.08700535193
311	0.08699204043
312	0.08698548473
313	0.08684014443
314	0.08668566627
315	0.08666715388
316	0.08663218742
317	0.08657415713
318	0.08648954746
319	0.08641584801
320	0.08632548607
321	0.08613969866
322	0.08613302664
323	0.0860699932
324	0.08605135464
325	0.08600868262
326	0.08590503402
327	0.08584284668
328	0.08582595392
329	0.08555692848
330	0.08554949227
331	0.08547455122
332	0.08543786031
333	0.08542266108
334	0.08540594472
335	0.08534437374
336	0.08518712748
337	0.08514442447
338	0.08508497777
339	0.08507002689
340	0.08505832905
341	0.08501099631
342	0.08484765978
343	0.08483849015
344	0.08478720778
345	0.0846805312
346	0.08467427546
347	0.08463990053
348	0.08454576539
349	0.08453088268
350	0.08446697358
351	0.0842654085
352	0.08421108659
353	0.08417707317
354	0.08408667935
355	0.08406813019
356	0.08389083218
357	0.0837643928
358	0.08366651819
359	0.08366122908
360	0.083654825
361	0.08354071282
362	0.08353098677
363	0.08342568772
364	0.08339309658
365	0.0833774606
366	0.08336871987
367	0.08328776029
368	0.08328225482
369	0.08318851529
370	0.08314127961
371	0.08305355072
372	0.08293867827
373	0.08273609318
374	0.0826539737
375	0.08262523702
376	0.08258070736
377	0.08257586965
378	0.08251307645
379	0.08238638033
380	0.08236691367
381	0.08234704284
382	0.08224263379
383	0.08216385844
384	0.08199731315
385	0.08195034161
386	0.08195029418
387	0.08190697624
388	0.0817883629
389	0.08178299097
390	0.08172102233
391	0.08163768112
392	0.08161474437
393	0.08145670197
394	0.08138668607
395	0.0813720724
396	0.08135933565
397	0.0813390586
398	0.08128936258
399	0.08116895478
400	0.08111046954
401	0.08110739584
402	0.08109123008
403	0.08093987722
404	0.08088465892
405	0.0808528505
406	0.08078441587
407	0.08075101105
408	0.08075045065
409	0.08072966634
410	0.08072133476
411	0.08065352736
412	0.08057578756
413	0.08053553122
414	0.08045139747
415	0.08041397845
416	0.08033297485
417	0.08023555056
418	0.08016907034
419	0.08009926817
420	0.08000684196
421	0.07995020619
422	0.07993908759
423	0.07988531118
424	0.07985085495
425	0.07984369908
426	0.0798099629
427	0.07973904043
428	0.07970464312
429	0.0796988391
430	0.07957978042
431	0.079492229
432	0.07946037772
433	0.0793308403
434	0.07929718131
435	0.0792166219
436	0.07913710433
437	0.07905716172
438	0.07902341904
439	0.07890917695
440	0.07882032224
441	0.07881580314
442	0.07880428496
443	0.07860824072
444	0.07858394747
445	0.07847247852
446	0.07843671659
447	0.07840905364
448	0.07831726501
449	0.07822930151
450	0.0781004739
451	0.07790706525
452	0.07789153138
453	0.07785376403
454	0.07783207415
455	0.07778815462
456	0.07772446199
457	0.07768412728
458	0.07758473356
459	0.07757266659
460	0.07748814364
461	0.07748408125
462	0.07747419156
463	0.07737693623
464	0.07737129005
465	0.07731369975
466	0.07730271443
467	0.07724631466
468	0.07721406483
469	0.07719867553
470	0.07713089263
471	0.07709006177
472	0.07700332275
473	0.07692871193
474	0.07689343355
475	0.07682520684
476	0.07679127123
477	0.07675449374
478	0.07674355308
479	0.07665136187
480	0.07663804773
481	0.07655823095
482	0.07641747938
483	0.07640300696
484	0.07637367334
485	0.07630926183
486	0.07623595254
487	0.07615972796
488	0.07613478355
489	0.07610397197
490	0.07607457723
491	0.07595446265
492	0.07589925926
493	0.07579797394
494	0.07577553311
495	0.07573570414
496	0.07569591184
497	0.07568405535
498	0.0756628222
499	0.07565266297
500	0.07561861906
501	0.07560558743
502	0.07559606687
503	0.07556413205
504	0.07552721364
505	0.07550323315
506	0.07548589543
507	0.07545424523
508	0.07543752589
509	0.07541172908
510	0.07541048829
511	0.07537281204
512	0.07527577663
513	0.07525878671
514	0.07508945213
515	0.07506982879
516	0.07498497808
517	0.07495180965
518	0.07488432821
519	0.07485304521
520	0.07483363865
521	0.07478808142
522	0.07473824285
523	0.07472816615
524	0.07467743398
525	0.0746624081
526	0.07463258201
527	0.0746135066
528	0.07454234884
529	0.07447240043
530	0.07440548447
531	0.07438479059
532	0.0743537618
533	0.07427328995
534	0.07418126851
535	0.07417025173
536	0.07416822678
537	0.0741354634
538	0.07412959042
539	0.07408062157
540	0.07406500127
541	0.07402921355
542	0.07401351543
543	0.07394924086
544	0.07394746667
545	0.07390067525
546	0.07388458326
547	0.07381377025
548	0.07379579296
549	0.07372980196
550	0.07370476271
551	0.07370359475
552	0.07358127022
553	0.07350401916
554	0.0734890544
555	0.07343781139
556	0.07340198819
557	0.07336248452
558	0.07331673004
559	0.07329535809
560	0.07326641648
561	0.07325131706
562	0.07324407031
563	0.07322956337
564	0.07315782754
565	0.07313919623
566	0.073120496
567	0.07312035051
568	0.07303099328
569	0.07299730616
570	0.07288378697
571	0.07280906526
572	0.07279377127
573	0.07276807912
574	0.07273590174
575	0.07268355544
576	0.07253722462
577	0.07250230195
578	0.07248521698
579	0.07241453589
580	0.0723220054
581	0.07231751388
582	0.07230473843
583	0.07230451022
584	0.07223507918
585	0.07222346901
586	0.07215538444
587	0.07213573015
588	0.07208714458
589	0.07201604985
590	0.0718621006
591	0.07182666302
592	0.07180474387
593	0.07176820489
594	0.07176480564
595	0.07169979419
596	0.07168332189
597	0.07167140121
598	0.07146571917
599	0.0714106149
600	0.07136209012
601	0.07125839336
602	0.07123941048
603	0.07118358411
604	0.07117728087
605	0.07111538457
606	0.07101529212
607	0.07101397543
608	0.07099450727
609	0.0708980073
610	0.07086773341
611	0.07074459206
612	0.07070811225
613	0.07066421447
614	0.07063369503
615	0.07062487652
616	0.0705674105
617	0.07047257975
618	0.07041205413
619	0.07040356812
620	0.0703890347
621	0.07036912085
622	0.07033827902
623	0.07031526349
624	0.07030652878
625	0.07029461733
626	0.07028116001
627	0.0701715453
628	0.0701363894
629	0.07010771561
630	0.07004621338
631	0.06994702553
632	0.06992509965
633	0.06989616088
634	0.06986813159
635	0.06985383722
636	0.06983728167
637	0.06980859146
638	0.06968840395
639	0.06964477639
640	0.06961952408
641	0.06955614812
642	0.0695308392
643	0.06953053805
644	0.06944195073
645	0.06938223607
646	0.06935554606
647	0.0693199409
648	0.06931898617
649	0.06923449005
650	0.06918191656
651	0.06908126167
652	0.06904240962
653	0.06897173221
654	0.06891336895
655	0.06888267308
656	0.0688721893
657	0.06883968883
658	0.06880803771
659	0.06880292676
660	0.06875119409
661	0.06870711348
662	0.06858140864
663	0.0685457567
664	0.06848748592
665	0.06846339361
666	0.06837549692
667	0.06837162989
668	0.06835862089
669	0.06834943447
670	0.06831481762
671	0.06830065656
672	0.0682903775
673	0.06825616799
674	0.06823500257
675	0.06817097122
676	0.06815634698
677	0.06814466715
678	0.06813712957
679	0.06813601386
680	0.06810681894
681	0.06810400985
682	0.06808061266
683	0.06806592555
684	0.06803811287
685	0.06801131578
686	0.06800074481
687	0.0678920455
688	0.06788236773
689	0.06782739111
690	0.06782325308
691	0.06775837296
692	0.06773543769
693	0.06768672467
694	0.06767022134
695	0.06766195983
696	0.06764645094
697	0.06757471954
698	0.06752952519
699	0.06741046686
700	0.0673464182
701	0.06726868409
702	0.06722749247
703	0.06714395835
704	0.06712615381
705	0.06709696469
706	0.06705719946
707	0.06701600544
708	0.06699007465
709	0.06692449747
710	0.06685922153
711	0.06679463523
712	0.06674947521
713	0.0667454951
714	0.06671642095
715	0.06670424262
716	0.06663358734
717	0.06659675191
718	0.06652269516
719	0.06651471026
720	0.06647885193
721	0.0664474714
722	0.06643625665
723	0.06632135463
724	0.06630057114
725	0.06625984345
726	0.06622423223
727	0.06619847068
728	0.06613635291
729	0.0661258462
730	0.06605894241
731	0.06604495141
732	0.06599737635
733	0.06598230069
734	0.06592032206
735	0.06585245876
736	0.06576933146
737	0.06573534406
738	0.06571635004
739	0.06566405142
740	0.06560098147
741	0.06557679763
742	0.06554936771
743	0.06549497806
744	0.06546606372
745	0.06545436081
746	0.06538728778
747	0.0653831388
748	0.06535510466
749	0.06532727761
750	0.06528762695
751	0.06524213166
752	0.06518784351
753	0.06516078343
754	0.0651112475
755	0.06509084717
756	0.06508332635
757	0.06507625324
758	0.06506964381
759	0.06501138102
760	0.06498098814
761	0.06493677592
762	0.06488193924
763	0.06483821076
764	0.06483145486
765	0.0647935039
766	0.06478318518
767	0.06473717026
768	0.06472739255
769	0.06472318072
770	0.06467089064
771	0.06461650418
772	0.0645903303
773	0.06455119453
774	0.06453133458
775	0.06445535017
776	0.064432967
777	0.06434517005
778	0.06433225837
779	0.06430312675
780	0.0642844988
781	0.06427761283
782	0.06420521213
783	0.06418328109
784	0.06412010328
785	0.06404131984
786	0.06398638183
787	0.0639548182
788	0.06394978248
789	0.06393338823
790	0.06392144342
791	0.06389972507
792	0.06389454014
793	0.06376828761
794	0.06368944512
795	0.06364026358
796	0.06360610263
797	0.06352614546
798	0.06344801159
799	0.06340290467
800	0.06329717092
801	0.06321346194
802	0.06320084869
803	0.06317862505
804	0.06315145982
805	0.06307362523
806	0.06304118094
807	0.06300243334
808	0.06296954777
809	0.06293004825
810	0.06283559196
811	0.0626918975
812	0.06260672451
813	0.0625840979
814	0.06251386769
815	0.06242357926
816	0.06232635567
817	0.0623032806
818	0.06225659601
819	0.06220238749
820	0.06215201074
821	0.06210730809
822	0.06208486323
823	0.06202683304
824	0.06197723474
825	0.06192314262
826	0.06190396169
827	0.06188600927
828	0.06188510992
829	0.0618025757
830	0.06177638131
831	0.06168685793
832	0.06166452173
833	0.06162029251
834	0.0615970618
835	0.06158919603
836	0.06148330585
837	0.06138041992
838	0.0613429086
839	0.0613191505
840	0.06119086166
841	0.06112791566
842	0.06109503572
843	0.06105173857
844	0.06102650317
845	0.06100370885
846	0.0609649552
847	0.06091731663
848	0.06083370787
849	0.06080186313
850	0.0607443375
851	0.06070676172
852	0.06062070718
853	0.06052941791
854	0.06049971596
855	0.06039851279
856	0.06038649499
857	0.06034662619
858	0.06028642739
859	0.06025120401
860	0.06023937244
861	0.06019086838
862	0.06016458857
863	0.06014635381
864	0.06012508727
865	0.0600877291
866	0.06007189049
867	0.05998591476
868	0.0599561457
869	0.05990518225
870	0.05985618614
871	0.05981773946
872	0.05979335669
873	0.05972952195
874	0.05963342345
875	0.05957699158
876	0.05953292
877	0.05948990025
878	0.05948572915
879	0.05940420049
880	0.05939320956
881	0.0593871632
882	0.05936231929
883	0.05933553447
884	0.05933092748
885	0.05932483585
886	0.05925254798
887	0.05922929253
888	0.05916942945
889	0.05913662567
890	0.05911417527
891	0.05909290714
892	0.05904914593
893	0.05902076484
894	0.05901263296
895	0.05900015064
896	0.05895097367
897	0.05888320961
898	0.0588639053
899	0.05885239678
900	0.0588082793
901	0.05879081432
902	0.05869716649
903	0.0586752342
904	0.05867422777
905	0.05866824012
906	0.05865202541
907	0.05861314116
908	0.058572667
909	0.05847158384
910	0.05841983766
911	0.05838310884
912	0.05836632602
913	0.05827688648
914	0.05824177416
915	0.05821047221
916	0.05817560635
917	0.0581152461
918	0.0580823517
919	0.05804744296
920	0.05804227962
921	0.05802454588
922	0.05800146573
923	0.05798268129
924	0.05793804886
925	0.05791731458
926	0.05788742943
927	0.05785074352
928	0.0578205057
929	0.05780555642
930	0.05778197203
931	0.05776697206
932	0.0576756757
933	0.05763403856
934	0.05762968993
935	0.0575991042
936	0.05757846279
937	0.05757414804
938	0.05753787224
939	0.05750020663
940	0.05748693757
941	0.05747755327
942	0.05744775735
943	0.05742742092
944	0.05739871058
945	0.0573840404
946	0.05728774273
947	0.05728709133
948	0.05727641263
949	0.05719458406
950	0.05717241811
951	0.05715551714
952	0.0570647894
953	0.05700412438
954	0.05694740958
955	0.05684770822
956	0.05678088295
957	0.05673128367
958	0.05668627651
959	0.05667103033
960	0.05663317595
961	0.05654681406
962	0.05653284929
963	0.05649156015
964	0.05647605522
965	0.05646711642
966	0.05641525752
967	0.05637132193
968	0.05636636801
969	0.05634118096
970	0.056303629
971	0.05625892957
972	0.05623845186
973	0.05623137621
974	0.05621822148
975	0.05618738411
976	0.05617462019
977	0.05612655151
978	0.05610227872
979	0.05607851075
980	0.05603734537
981	0.05602154844
982	0.05594539053
983	0.05594422792
984	0.05592216995
985	0.05589193998
986	0.05581241334
987	0.05580476876
988	0.05576973735
989	0.05574578127
990	0.0557189703
991	0.05569002789
992	0.05566492904
993	0.05565905506
994	0.0556168625
995	0.05561182567
996	0.05558963864
997	0.05558527317
998	0.05556566511
999	0.055536681
1000	0.05551457297
1001	0.05545598377
1002	0.05541025747
1003	0.05535926373
1004	0.05531108231
1005	0.05528441102
1006	0.05527800165
1007	0.05524916131
1008	0.05524370369
1009	0.05521684811
1010	0.05518475906
1011	0.0551463269
1012	0.05512118008
1013	0.05509393907
1014	0.05506234198
1015	0.05496472111
1016	0.05495320844
1017	0.05494784443
1018	0.05493885061
1019	0.05492782196
1020	0.05489484586
1021	0.05484536264
1022	0.05480885762
1023	0.05479810251
1024	0.05474087891
1025	0.05470188314
1026	0.05467017217
1027	0.0546662925
1028	0.05464491488
1029	0.05461795313
1030	0.05461170223
1031	0.05460196391
1032	0.05458466581
1033	0.05453385297
1034	0.05445803998
1035	0.05441099779
1036	0.05439091432
1037	0.05436749996
1038	0.05436645989
1039	0.05436645623
1040	0.05433914347
1041	0.05427961212
1042	0.05424224487
1043	0.05423537466
1044	0.05423270815
1045	0.05421282389
1046	0.05420590843
1047	0.05418819242
1048	0.05416948125
1049	0.05413931556
1050	0.05412024973
1051	0.05405798768
1052	0.05401386362
1053	0.05399780844
1054	0.05397439749
1055	0.05395941964
1056	0.05394878528
1057	0.05394335135
1058	0.05391929971
1059	0.05389767317
1060	0.05388894604
1061	0.05387949337
1062	0.05386897638
1063	0.0538358757
1064	0.05380287005
1065	0.05378362658
1066	0.0537500842
1067	0.05372629333
1068	0.05372562441
1069	0.05369888394
1070	0.05363100779
1071	0.05355789042
1072	0.05354048743
1073	0.05352609046
1074	0.05352201755
1075	0.0535150493
1076	0.05350165829
1077	0.05349814931
1078	0.0534580563
1079	0.05343377863
1080	0.05343063346
1081	0.05339856954
1082	0.05339358951
1083	0.05334639441
1084	0.0533233288
1085	0.05328627431
1086	0.05328272608
1087	0.05322475915
1088	0.05321939132
1089	0.05320271412
1090	0.05319568147
1091	0.05319286528
1092	0.05315833455
1093	0.05312405262
1094	0.05307732122
1095	0.05307604701
1096	0.05305431516
1097	0.05304153845
1098	0.05302558307
1099	0.05300509839
1100	0.05299002152
1101	0.05298597597
1102	0.05296823126
1103	0.05296618511
1104	0.05290125007
1105	0.05290123779
1106	0.05287658919
1107	0.05287094232
1108	0.05284607287
1109	0.05283381438
1110	0.05282578803
1111	0.05278723547
1112	0.05278506232
1113	0.05277424889
1114	0.05276311315
1115	0.05275166342
1116	0.05274491029
1117	0.05268152138
1118	0.05265516366
1119	0.05265304643
1120	0.05264107193
1121	0.05257481359
1122	0.0525665433
1123	0.05256397006
1124	0.05252829753
1125	0.05249104713
1126	0.05248861958
1127	0.0524611076
1128	0.05245601156
1129	0.0524202704
1130	0.05240098372
1131	0.05240031724
1132	0.05238709377
1133	0.0523638756
1134	0.05234644957
1135	0.05231407982
1136	0.05225269819
1137	0.05224114027
1138	0.0522282034
1139	0.05221782297
1140	0.05220735557
1141	0.05218462816
1142	0.05218144866
1143	0.05216816751
1144	0.05216635986
1145	0.05216508786
1146	0.05215158013
1147	0.05214762246
1148	0.05210122599
1149	0.05208703918
1150	0.05205960916
1151	0.0520301479
1152	0.05197709192
1153	0.05196697375
1154	0.05195264431
1155	0.05190404534
1156	0.05184677655
1157	0.05180466656
1158	0.05174319475
1159	0.05171793398
1160	0.05171624259
1161	0.05167680405
1162	0.05167313291
1163	0.05167213077
1164	0.05165970469
1165	0.05165110852
1166	0.05164098934
1167	0.05157526176
1168	0.05155975702
1169	0.05153055047
1170	0.05149201533
1171	0.05144985011
1172	0.05139087352
1173	0.05133036748
1174	0.05132167852
1175	0.0512856135
1176	0.05127775727
1177	0.05125906672
1178	0.0512263965
1179	0.05121539818
1180	0.05121514089
1181	0.05119158365
1182	0.05115937315
1183	0.05115840869
1184	0.05115528599
1185	0.05112540118
1186	0.05111097164
1187	0.05110131533
1188	0.05108134659
1189	0.05102935705
1190	0.05101390788
1191	0.05101217981
1192	0.05098034227
1193	0.05091976519
1194	0.0509042279
1195	0.05090202345
1196	0.05087004851
1197	0.05084792919
1198	0.0508355127
1199	0.0508107615
1200	0.0508078026
1201	0.05078379122
1202	0.05077617502
1203	0.05072022863
1204	0.05070522144
1205	0.05070468303
1206	0.05070237815
1207	0.05068813492
1208	0.05066626635
1209	0.05063927169
1210	0.05061804393
1211	0.05060557061
1212	0.05060275884
1213	0.05057796313
1214	0.05056079644
1215	0.05055516391
1216	0.05052041234
1217	0.05047713386
1218	0.05044045902
1219	0.05043861753
1220	0.0504339789
1221	0.05041771357
1222	0.05038851297
1223	0.05031500046
1224	0.05026706704
1225	0.05023906908
1226	0.05020610221
1227	0.05014598962
1228	0.0501298491
1229	0.05009074557
1230	0.05002178895
1231	0.04998765407
1232	0.04998096588
1233	0.04995110424
1234	0.04990536641
1235	0.0498590246
1236	0.04985617931
1237	0.04981201092
1238	0.0497451919
1239	0.04970205798
1240	0.04968870425
1241	0.04962434488
1242	0.04960982384
1243	0.04955819734
1244	0.04954992694
1245	0.04954719194
1246	0.04953267708
1247	0.04948743662
1248	0.04948388678
1249	0.04946765676
1250	0.04946531564
1251	0.04942901339
1252	0.04937654725
1253	0.04936331483
1254	0.04932331421
1255	0.04930159139
1256	0.04928842655
1257	0.04926767767
1258	0.04925255364
1259	0.04919538511
1260	0.04919398762
1261	0.04917937683
1262	0.04912407776
1263	0.04911067967
1264	0.04909825523
1265	0.04905961285
1266	0.04903243622
1267	0.04902346819
1268	0.04901603973
1269	0.04901420967
1270	0.04900774307
1271	0.04898561623
1272	0.04898196194
1273	0.04895805549
1274	0.04893961487
1275	0.04893558316
1276	0.04891504892
1277	0.04891054269
1278	0.04889089726
1279	0.04887251727
1280	0.04884626873
1281	0.04883297652
1282	0.04881263543
1283	0.04879700268
1284	0.04877055022
1285	0.0487574063
1286	0.04872255701
1287	0.04868697371
1288	0.04867007739
1289	0.04862775431
1290	0.04859494965
1291	0.0485522227
1292	0.04853487291
1293	0.04850465584
1294	0.04849402832
1295	0.04845862779
1296	0.04843007988
1297	0.04842100821
1298	0.04830894229
1299	0.04830185776
1300	0.04827121621
1301	0.04824590563
1302	0.04824101715
1303	0.04819424176
1304	0.04814862476
1305	0.04809758349
1306	0.04808075832
1307	0.04807715124
1308	0.04807408164
1309	0.0480670547
1310	0.04804720677
1311	0.04804163482
1312	0.04799359357
1313	0.04798709287
1314	0.04796516319
1315	0.04792502923
1316	0.04790461272
1317	0.04789615234
1318	0.04785766776
1319	0.04781639128
1320	0.04781352666
1321	0.047796547
1322	0.04779265996
1323	0.04776946206
1324	0.04773941784
1325	0.04771285006
1326	0.04769739014
1327	0.04769063421
1328	0.04767523551
1329	0.04764326447
1330	0.04764136831
1331	0.04758705441
1332	0.04757222799
1333	0.04757054611
1334	0.04754335921
1335	0.04753914003
1336	0.04750980465
1337	0.04750828034
1338	0.04748488594
1339	0.04748143793
1340	0.04747451076
1341	0.0474743489
1342	0.04747201389
1343	0.0474466175
1344	0.04742652005
1345	0.04740954915
1346	0.0473522401
1347	0.0473213426
1348	0.04730367858
1349	0.047286139
1350	0.04728264067
1351	0.04726023669
1352	0.04724288086
1353	0.04724170472
1354	0.04722225815
1355	0.04720480598
1356	0.04719870787
1357	0.04717312748
1358	0.04715617272
1359	0.04711749737
1360	0.04710295539
1361	0.04706176372
1362	0.04702223495
1363	0.04699811295
1364	0.0469892513
1365	0.04694211127
1366	0.04693365904
1367	0.04692204628
1368	0.04690198566
1369	0.0468650944
1370	0.0468432753
1371	0.0468213685
1372	0.04681899229
1373	0.04679562069
1374	0.04674789543
1375	0.0467376244
1376	0.04673573443
1377	0.04671817284
1378	0.04670288883
1379	0.04668079532
1380	0.04667879753
1381	0.0466536626
1382	0.04664782337
1383	0.04664566064
1384	0.04663064927
1385	0.0466032557
1386	0.04656984979
1387	0.04656274651
1388	0.04653163651
1389	0.04645905627
1390	0.04645408692
1391	0.04643640277
1392	0.04639084107
1393	0.04638553106
1394	0.04634680259
1395	0.04633834706
1396	0.0463200052
1397	0.04631304747
1398	0.04629718128
1399	0.04625919074
1400	0.0462579669
1401	0.04625705385
1402	0.04624316401
1403	0.04623563791
1404	0.04621102764
1405	0.0462032593
1406	0.04618377789
1407	0.04617910858
1408	0.04615661893
1409	0.0460988264
1410	0.04609347901
1411	0.04608663492
1412	0.04608361531
1413	0.04607090406
1414	0.04605363933
1415	0.04603680307
1416	0.04601987538
1417	0.04599011653
1418	0.04594775987
1419	0.04592929465
1420	0.04590166365
1421	0.04589429599
1422	0.04586943186
1423	0.04586738098
1424	0.0458328104
1425	0.04582052362
1426	0.04578839408
1427	0.04578270495
1428	0.04578156563
1429	0.04575278275
1430	0.04574799989
1431	0.04574312395
1432	0.04570692186
1433	0.04569631156
1434	0.04567308095
1435	0.04563172195
1436	0.04561565396
1437	0.04560472875
1438	0.04559265037
1439	0.04556277809
1440	0.04554829232
1441	0.04552623131
1442	0.04549888341
1443	0.04549473367
1444	0.04548107015
1445	0.04547836633
1446	0.04547035748
1447	0.04546859454
1448	0.04541622693
1449	0.04539776825
1450	0.04539059304
1451	0.04538865358
1452	0.04536015914
1453	0.04535542489
1454	0.04534093684
1455	0.04532731886
1456	0.04529981533
1457	0.04526409358
1458	0.04526120625
1459	0.04524911967
1460	0.04521609368
1461	0.04521308247
1462	0.045155173
1463	0.04514755316
1464	0.04514060904
1465	0.04512893986
1466	0.04510389242
1467	0.04508324909
1468	0.04508216018
1469	0.04504261783
1470	0.0450412859
1471	0.04502706548
1472	0.04502593155
1473	0.04499589598
1474	0.04499360561
1475	0.04498756377
1476	0.04496082562
1477	0.0449203584
1478	0.0449079812
1479	0.04485831947
1480	0.04484123826
1481	0.04481169361
1482	0.0448039491
1483	0.044764966
1484	0.04476180537
1485	0.04475368185
1486	0.04472856495
1487	0.04472333002
1488	0.04472020121
1489	0.04470789004
1490	0.04469749719
1491	0.04469621506
1492	0.04465299623
1493	0.04462103661
1494	0.04461479677
1495	0.04457756064
1496	0.04454459779
1497	0.0445287366
1498	0.04451306845
1499	0.04447551624
