iter	Passed	Remaining
444	4091	5103
445	4100	5093
446	4108	5082
447	4115	5071
448	4151	5094
449	4158	5082
450	4166	5072
451	4194	5085
452	4203	5076
453	4211	5064
454	4218	5053
455	4226	5041
456	4242	5041
457	4251	5030
458	4272	5036
459	4281	5026
460	4290	5016
461	4308	5017
462	4317	5007
463	4326	4997
464	4334	4986
465	4341	4975
466	4348	4963
467	4356	4952
468	4364	4941
469	4371	4930
470	4380	4919
471	4388	4909
472	4397	4899
473	4406	4890
474	4415	4880
475	4423	4869
476	4433	4861
477	4441	4850
478	4450	4841
479	4459	4830
480	4467	4820
481	4475	4809
482	4526	4845
483	4533	4833
484	4542	4823
485	4549	4811
486	4557	4800
487	4565	4789
488	4573	4778
489	4582	4769
490	4589	4757
491	4597	4746
492	4603	4734
493	4611	4723
494	4618	4711
495	4626	4701
496	4633	4689
497	4642	4680
498	4650	4669
499	4658	4658
500	4666	4648
501	4676	4639
502	4684	4628
503	4693	4618
504	4748	4654
505	4756	4643
506	4764	4633
507	4772	4621
508	4780	4611
509	4789	4601
510	4800	4593
511	4806	4581
512	4814	4570
513	4823	4561
514	4831	4550
515	4839	4539
516	4849	4530
517	4857	4519
518	4865	4509
519	4874	4499
520	4882	4488
521	4890	4478
522	4900	4469
523	4908	4459
524	4915	4447
525	4925	4438
526	4935	4429
527	4942	4418
528	4951	4408
529	4959	4397
530	4967	4387
531	4976	4377
532	4986	4369
533	4994	4358
534	5001	4347
535	5008	4335
536	5017	4326
537	5025	4315
538	5034	4305
539	5042	4295
540	5050	4284
541	5058	4274
542	5066	4263
543	5073	4252
544	5082	4243
545	5090	4233
546	5098	4222
547	5105	4211
548	5115	4202
549	5124	4193
550	5132	4182
551	5142	4173
552	5149	4162
553	5156	4151
554	5164	4140
555	5172	4130
556	5180	4119
557	5187	4108
558	5196	4099
559	5204	4089
560	5212	4078
561	5221	4069
562	5230	4060
563	5239	4050
564	5248	4040
565	5256	4030
566	5263	4019
567	5271	4009
568	5278	3997
569	5287	3988
570	5296	3979
571	5303	3968
572	5310	3957
573	5316	3946
574	5324	3935
575	5330	3924
576	5337	3912
577	5345	3902
578	5355	3894
579	5363	3884
580	5370	3872
581	5378	3862
582	5387	3853
583	5395	3843
584	5402	3832
585	5409	3821
586	5415	3810
587	5422	3799
588	5429	3788
589	5436	3777
590	5443	3767
591	5453	3758
592	5460	3747
593	5466	3736
594	5474	3726
595	5482	3716
596	5490	3706
597	5496	3695
598	5503	3684
599	5510	3673
600	5517	3662
601	5523	3651
602	5530	3641
603	5538	3631
604	5546	3621
605	5554	3611
606	5563	3601
607	5571	3591
608	5578	3581
609	5586	3571
610	5595	3562
611	5603	3552
612	5610	3542
613	5618	3532
614	5626	3522
615	5632	3511
616	5640	3501
617	5646	3490
618	5653	3479
619	5670	3475
620	5678	3465
621	5686	3455
622	5695	3446
623	5705	3437
624	5714	3428
625	5721	3417
626	5728	3407
627	5737	3398
628	5744	3388
629	5751	3377
630	5758	3367
631	5765	3356
632	5772	3346
633	5779	3336
634	5787	3326
635	5795	3317
636	5803	3307
637	5810	3296
638	5817	3286
639	5826	3277
640	5833	3267
641	5841	3257
642	5850	3248
643	5857	3238
644	5866	3228
645	5874	3219
646	5884	3210
647	5890	3199
648	5898	3190
649	5906	3180
650	5914	3170
651	5921	3160
652	5929	3151
653	5936	3140
654	5944	3130
655	5954	3122
656	5961	3112
657	5968	3102
658	5976	3092
659	5984	3082
660	5992	3073
661	6000	3063
662	6009	3054
663	6019	3045
664	6031	3038
665	6040	3029
666	6049	3020
667	6058	3011
668	6066	3001
669	6073	2991
670	6080	2981
671	6090	2972
672	6099	2963
673	6106	2953
674	6112	2943
675	6129	2937
676	6139	2929
677	6149	2920
678	6156	2910
679	6164	2901
680	6172	2891
681	6179	2881
682	6188	2872
683	6195	2862
684	6204	2853
685	6213	2844
686	6223	2835
687	6231	2825
688	6239	2816
689	6248	2807
690	6287	2811
691	6295	2802
692	6303	2792
693	6311	2782
694	6320	2773
695	6329	2764
696	6338	2755
697	6345	2745
698	6353	2736
699	6360	2725
700	6369	2716
701	6376	2706
702	6384	2697
703	6393	2687
704	6401	2678
705	6408	2668
706	6416	2659
707	6423	2649
708	6431	2639
709	6438	2629
710	6446	2620
711	6456	2611
712	6465	2602
713	6471	2592
714	6478	2582
715	6485	2572
716	6491	2562
717	6499	2552
718	6506	2542
719	6513	2533
720	6522	2523
721	6529	2513
722	6538	2504
723	6546	2495
724	6553	2485
725	6561	2476
726	6568	2466
727	6574	2456
728	6581	2446
729	6590	2437
730	6597	2427
731	6607	2418
732	6616	2409
733	6624	2400
734	6633	2391
735	6642	2382
736	6651	2373
737	6659	2364
738	6670	2355
739	6681	2347
740	6690	2338
741	6699	2329
742	6706	2319
743	6714	2310
744	6720	2300
745	6731	2292
746	6739	2282
747	6746	2272
748	6755	2263
749	6765	2255
750	6774	2246
751	6782	2236
752	6791	2227
753	6822	2225
754	6829	2216
755	6836	2206
756	6847	2197
757	6855	2188
758	6862	2179
759	6870	2169
760	6880	2160
761	6888	2151
762	6897	2142
763	6904	2132
764	6912	2123
765	6919	2113
766	6927	2104
767	6934	2094
768	6940	2084
769	6948	2075
770	6958	2066
771	6965	2057
772	6972	2047
773	6980	2038
774	7010	2035
775	7018	2025
776	7025	2016
777	7033	2006
778	7042	1998
779	7050	1988
780	7059	1979
781	7067	1970
782	7087	1964
783	7094	1954
784	7102	1945
785	7111	1936
786	7120	1927
787	7128	1917
788	7139	1909
789	7146	1899
790	7153	1890
791	7159	1880
792	7166	1870
793	7173	1861
794	7182	1852
795	7189	1842
796	7196	1833
797	7205	1824
798	7213	1814
799	7221	1805
800	7228	1795
801	7235	1786
802	7243	1777
803	7250	1767
804	7257	1758
805	7266	1748
806	7276	1740
807	7284	1730
808	7292	1721
809	7300	1712
810	7307	1703
811	7314	1693
812	7322	1684
813	7331	1675
814	7338	1665
815	7347	1656
816	7354	1647
817	7362	1638
818	7369	1628
819	7378	1619
820	7386	1610
821	7394	1601
822	7401	1591
823	7408	1582
824	7415	1572
825	7422	1563
826	7429	1554
827	7436	1544
828	7443	1535
829	7450	1526
830	7459	1517
831	7469	1508
832	7476	1498
833	7483	1489
834	7490	1480
835	7498	1470
836	7506	1461
837	7515	1452
838	7522	1443
839	7529	1434
840	7535	1424
841	7542	1415
842	7548	1405
843	7555	1396
844	7562	1387
845	7568	1377
846	7576	1368
847	7582	1359
848	7590	1350
849	7598	1340
850	7607	1331
851	7613	1322
852	7620	1313
853	7627	1304
854	7636	1295
855	7643	1285
856	7650	1276
857	7658	1267
858	7664	1258
859	7672	1249
860	7680	1239
861	7688	1230
862	7696	1221
863	7704	1212
864	7711	1203
865	7718	1194
866	7725	1185
867	7733	1176
868	7741	1166
869	7748	1157
870	7758	1149
871	7766	1140
872	7773	1130
873	7781	1121
874	7788	1112
875	7797	1103
876	7805	1094
877	7813	1085
878	7820	1076
879	7827	1067
880	7835	1058
881	7843	1049
882	7851	1040
883	7861	1031
884	7867	1022
885	7876	1013
886	7885	1004
887	7892	995
888	7899	986
889	7905	977
890	7913	968
891	7920	959
892	7928	949
893	7936	941
894	7944	932
895	7965	924
896	7973	915
897	7980	906
898	7988	897
899	7998	888
900	8007	879
901	8016	870
902	8024	862
903	8033	853
904	8042	844
905	8050	835
906	8058	826
907	8065	817
908	8074	808
909	8083	799
910	8091	790
911	8099	781
912	8110	772
913	8118	763
914	8126	754
915	8135	746
916	8142	737
917	8150	728
918	8158	719
919	8166	710
920	8174	701
921	8184	692
922	8191	683
923	8199	674
924	8207	665
925	8216	656
926	8224	647
927	8232	638
928	8240	629
929	8250	620
930	8260	612
931	8268	603
932	8275	594
933	8282	585
934	8289	576
935	8298	567
936	8307	558
937	8316	549
938	8325	540
939	8334	532
940	8343	523
941	8351	514
942	8358	505
943	8365	496
944	8372	487
945	8381	478
946	8388	469
947	8395	460
948	8402	451
949	8409	442
950	8417	433
951	8425	424
952	8433	415
953	8442	407
954	8449	398
955	8457	389
956	8464	380
957	8473	371
958	8479	362
959	8487	353
960	8495	344
961	8503	335
962	8512	327
963	8520	318
964	8526	309
965	8534	300
966	8543	291
967	8550	282
968	8560	273
969	8569	265
970	8577	256
971	8585	247
972	8594	238
973	8603	229
974	8611	220
975	8620	211
976	8627	203
977	8634	194
978	8643	185
979	8650	176
980	8658	167
981	8666	158
982	8674	150
983	8682	141
984	8690	132
985	8699	123
986	8706	114
987	8714	105
988	8722	97
989	8730	88
990	8737	79
991	8743	70
992	8751	61
993	8758	52
994	8767	44
995	8774	35
996	8783	26
997	8791	17
998	8800	8
999	8809	0
