iter	MAE
251	0.1824909116
252	0.1824198556
253	0.1823088201
254	0.1819967519
255	0.1819738437
256	0.1819247852
257	0.1818178254
258	0.1817638613
259	0.1817166528
260	0.1816710028
261	0.1816277266
262	0.1815966775
263	0.1815523924
264	0.1815054768
265	0.1814852762
266	0.1814129761
267	0.1813082194
268	0.1812499532
269	0.1812245502
270	0.1811942055
271	0.1811479638
272	0.1810043044
273	0.1809222697
274	0.1806765051
275	0.1806312764
276	0.1804526467
277	0.18040957
278	0.1803306706
279	0.1802802795
280	0.1802174753
281	0.1801330417
282	0.1801088688
283	0.1800838078
284	0.1800427854
285	0.1800031801
286	0.1799269439
287	0.179833018
288	0.1797962831
289	0.1796591816
290	0.1795981414
291	0.1795191045
292	0.179475937
293	0.179437821
294	0.179424709
295	0.179344736
296	0.1792249551
297	0.1791992053
298	0.1791098745
299	0.1790478587
300	0.1789653265
301	0.1789351804
302	0.1788754717
303	0.1788072287
304	0.1787915955
305	0.1787516232
306	0.1787227356
307	0.1785250202
308	0.1784563833
309	0.1783657428
310	0.1782508796
311	0.178207291
312	0.1781860493
313	0.1781302859
314	0.1780693799
315	0.1780060647
316	0.1779686892
317	0.1779440771
318	0.17791472
319	0.1778783661
320	0.1778396948
321	0.1778103332
322	0.1777523835
323	0.1775824877
324	0.177556089
325	0.1775218033
326	0.1774910458
327	0.1774643193
328	0.1773983631
329	0.1773330659
330	0.1773041998
331	0.1772717841
332	0.1771360878
333	0.1770456629
334	0.176938652
335	0.1768222956
336	0.1767924553
337	0.176699789
338	0.1766817858
339	0.176637041
340	0.1766114728
341	0.17657434
342	0.1765554564
343	0.1765016209
344	0.1764548677
345	0.1764219146
346	0.176381573
347	0.1763186416
348	0.1762845323
349	0.1762324358
350	0.1761959562
351	0.1761267848
352	0.1761169787
353	0.1760983502
354	0.1760394704
355	0.1760161106
356	0.1759814017
357	0.1759191067
358	0.1758559482
359	0.175807282
360	0.175779926
361	0.1757402477
362	0.1757146987
363	0.1756304169
364	0.1755668812
365	0.1755292027
366	0.1754514558
367	0.1754006849
368	0.1753856519
369	0.175344062
370	0.1752707742
371	0.1752536978
372	0.1751749382
373	0.1751078553
374	0.1750681982
375	0.1750154504
376	0.174986484
377	0.174929637
378	0.1748626497
379	0.1748213838
380	0.1748036151
381	0.1747416436
382	0.1747179988
383	0.1746521225
384	0.1746288578
385	0.1745966864
386	0.1745639643
387	0.1745275104
388	0.1745012192
389	0.1744767014
390	0.1744501565
391	0.1744168165
392	0.1743985198
393	0.1743950461
394	0.1743685156
395	0.174334086
396	0.1743078336
397	0.1742736583
398	0.1742537526
399	0.1742167481
400	0.1741898864
401	0.1741378737
402	0.1741033806
403	0.1740515424
404	0.1740125336
405	0.1739772989
406	0.1739407323
407	0.1738857155
408	0.1738831148
409	0.1738302369
410	0.1737917965
411	0.173751802
412	0.1737136662
413	0.1737058577
414	0.1736804203
415	0.1736478209
416	0.1736097298
417	0.1735421392
418	0.1735283603
419	0.1735152391
420	0.1734924269
421	0.1734311597
422	0.1734060744
423	0.1733728174
424	0.1733432025
425	0.1733226925
426	0.1732796122
427	0.1732457409
428	0.1732113002
429	0.1731970859
430	0.1731634982
431	0.1731430027
432	0.1731038331
433	0.1730680381
434	0.173039698
435	0.1730285539
436	0.1729970142
437	0.1729565414
438	0.1728426853
439	0.1727658277
440	0.1727268423
441	0.1726830983
442	0.1726283504
443	0.1725961093
444	0.1725407732
445	0.1725198395
446	0.1725107299
447	0.172489227
448	0.1724364057
449	0.172378004
450	0.1723446639
451	0.1723066444
452	0.1722753782
453	0.1722039805
454	0.1721874926
455	0.1721505759
456	0.1721139714
457	0.1720830186
458	0.1719573807
459	0.1719256925
460	0.1719026559
461	0.1718763275
462	0.1718290618
463	0.1717750996
464	0.1717673925
465	0.1717574322
466	0.1717392509
467	0.1717302594
468	0.1717149004
469	0.1716909368
470	0.1716845971
471	0.171661826
472	0.171620951
473	0.1716134718
474	0.1715909429
475	0.1715698806
476	0.1715433879
477	0.1715057729
478	0.1714824487
479	0.1714609061
480	0.171412948
481	0.1713696848
482	0.1713223611
483	0.1712874548
484	0.1712558975
485	0.1712323051
486	0.1712255629
487	0.1711913351
488	0.1711601097
489	0.1711337351
490	0.1711129303
491	0.1710939634
492	0.1710740352
493	0.1710490962
494	0.1709755561
495	0.1709443644
496	0.1708531015
497	0.1708171705
498	0.1707934329
499	0.1707504294
500	0.1707434154
501	0.1707230291
502	0.1706960937
503	0.1706680089
504	0.1706548811
505	0.1706049023
506	0.1705855225
507	0.170583414
508	0.1705683752
509	0.1705494308
510	0.1705285619
511	0.1704702071
512	0.1704500692
513	0.1704130679
514	0.1703717761
515	0.1703177195
516	0.170295038
517	0.1702724106
518	0.1702605098
519	0.1702280498
520	0.1701813491
521	0.1701426392
522	0.1701108508
523	0.1700878653
524	0.1700786587
525	0.1700511984
526	0.1700339479
527	0.1699422102
528	0.1698977367
529	0.1698683733
530	0.1698557761
531	0.1698217003
532	0.1697429084
533	0.169701375
534	0.1696820688
535	0.1695755091
536	0.1695445261
537	0.1695365682
538	0.1694646834
539	0.1694456026
540	0.1694170401
541	0.169408144
542	0.1693876742
543	0.1693641681
544	0.1693545816
545	0.1693203475
546	0.1693102031
547	0.1692817757
548	0.1692468667
549	0.1691322987
550	0.1691061156
551	0.1690866519
552	0.1690163569
553	0.1690028333
554	0.1689856344
555	0.1689714017
556	0.1689590221
557	0.168935661
558	0.168850231
559	0.1688218073
560	0.1688028968
561	0.1687672215
562	0.168743108
563	0.168714085
564	0.168685533
565	0.1686592344
566	0.1686161813
567	0.1685516559
568	0.1685305389
569	0.1685173597
570	0.1685016318
571	0.1684792741
572	0.1684479328
573	0.1684301967
574	0.1684219286
575	0.1684020331
576	0.1683979889
577	0.1683367733
578	0.1682671279
579	0.1682430562
580	0.1681772931
581	0.1681444455
582	0.1681165795
583	0.1681028501
584	0.16808708
585	0.168060487
586	0.1680346907
587	0.1680148339
588	0.1679937356
589	0.1679768058
590	0.1679600778
591	0.1679451902
592	0.1679291649
593	0.1678541668
594	0.1678432167
595	0.1678294885
596	0.1678033011
597	0.1677895107
598	0.167766965
599	0.1677295435
600	0.1677245773
601	0.167608407
602	0.1676033729
603	0.1675842361
604	0.1675661929
605	0.1675175587
606	0.167505781
607	0.1674812858
608	0.1674604848
609	0.1674349035
610	0.1674195563
611	0.1674024237
612	0.1673919066
613	0.1673094255
614	0.1672953057
615	0.1672341349
616	0.1672227912
617	0.1671749244
618	0.1671139351
619	0.1670737368
620	0.1670345941
621	0.1670082666
622	0.1669860176
623	0.1669621065
624	0.166949332
625	0.1669443221
626	0.1669116548
627	0.1669014283
628	0.1668877719
629	0.1668716815
630	0.1668535571
631	0.1668444892
632	0.1668341311
633	0.1668104224
634	0.1667961147
635	0.1667455927
636	0.1667151119
637	0.1667123519
638	0.1667019741
639	0.1666652519
640	0.1666481494
641	0.1666370865
642	0.1666344441
643	0.1665913936
644	0.1665364906
645	0.1665195025
646	0.1665156544
647	0.166480454
648	0.1664709425
649	0.1664438261
650	0.166438257
651	0.1664291609
652	0.166399619
653	0.1663867529
654	0.1663623179
655	0.1663466781
656	0.1663216652
657	0.166300374
658	0.1662954118
659	0.1662518995
660	0.1662328674
661	0.1662189428
662	0.1662124491
663	0.1661664316
664	0.166141546
665	0.1661376122
666	0.1661151143
667	0.1660871974
668	0.1660484321
669	0.1660269923
670	0.1660144032
671	0.1659782429
672	0.1659674002
673	0.1659474146
674	0.1659396005
675	0.1659012221
676	0.165891762
677	0.1658794423
678	0.165806731
679	0.1657709396
680	0.1657473784
681	0.1657112244
682	0.1657048141
683	0.1656801458
684	0.1656639741
685	0.1656539013
686	0.1656322376
687	0.1656175719
688	0.1655804798
689	0.1655690192
690	0.1655453155
691	0.1655387083
692	0.1655280321
693	0.1655204289
694	0.1655059132
695	0.1655012933
696	0.1654863269
697	0.1654687454
698	0.1654618569
699	0.165443807
700	0.1654352411
701	0.16541629
702	0.1653777913
703	0.1653655523
704	0.1653526586
705	0.1653345473
706	0.1653144159
707	0.1653088637
708	0.165295878
709	0.1652864757
710	0.1652607645
711	0.1652510077
712	0.1652170114
713	0.1652086486
714	0.1652048651
715	0.1651839354
716	0.1651601028
717	0.1651479928
718	0.1651045114
719	0.1651001574
720	0.1650709339
721	0.1650289299
722	0.1650093625
723	0.1650023954
724	0.1649965793
725	0.1649557665
726	0.1649523206
727	0.1649265668
728	0.1649104689
729	0.1648936675
730	0.1648872112
731	0.164855147
732	0.1648424402
733	0.1648267948
734	0.164811806
735	0.1647697792
736	0.1647640602
737	0.1647594371
738	0.1647513527
739	0.1647285867
740	0.1647029796
741	0.16469198
742	0.164632613
743	0.1646289573
744	0.1646122759
745	0.1645906825
746	0.1645850067
747	0.1645762328
748	0.1645597742
749	0.1645486708
750	0.1645425925
751	0.1645315831
752	0.1645161071
753	0.164513306
754	0.164504889
755	0.1644904994
756	0.1644657683
757	0.1644473519
758	0.1644329124
759	0.164427584
760	0.1644234525
761	0.1644096355
762	0.1643932806
763	0.1643863254
764	0.1643666427
765	0.1643466099
766	0.1643377855
767	0.1643260439
768	0.1643037939
769	0.1642930756
770	0.1642812774
771	0.1642623925
772	0.1642303165
773	0.1642011622
774	0.1641636477
775	0.1641588693
776	0.164132485
777	0.1640462915
778	0.164028738
779	0.1640259336
780	0.1640162018
781	0.1639991975
782	0.1639762117
783	0.1639483201
784	0.1639410111
785	0.1639384692
786	0.1639076936
787	0.1638937181
788	0.1638632855
789	0.163849409
790	0.1638198778
791	0.1638117922
792	0.1637936577
793	0.1637890701
794	0.1637718628
795	0.163760718
796	0.1637534475
797	0.1637363444
798	0.163731707
799	0.163718237
800	0.1637037822
801	0.1636699779
802	0.1636305783
803	0.1635844489
804	0.1635760918
805	0.1635353112
806	0.1635258305
807	0.1634980366
808	0.16347806
809	0.1634703171
810	0.1634619907
811	0.1634495612
812	0.1634167458
813	0.1634108971
814	0.1633910251
815	0.1633529941
816	0.1633424578
817	0.1633248382
818	0.1633003144
819	0.1632774827
820	0.1632643068
821	0.163226552
822	0.1632212677
823	0.1632140995
824	0.163210986
825	0.1631974443
826	0.1631867615
827	0.1631311642
828	0.163119587
829	0.1631099768
830	0.1631045819
831	0.1630797048
832	0.1630718217
833	0.1630598538
834	0.1630430629
835	0.1630306414
836	0.1630150826
837	0.1629803628
838	0.1629726174
839	0.1629445173
840	0.1629370023
841	0.1629183232
842	0.1629066832
843	0.1628946628
844	0.1628764791
845	0.1628461796
846	0.1628421815
847	0.1628356209
848	0.1628257773
849	0.1628237331
850	0.1628133871
851	0.1628059665
852	0.1628035614
853	0.1627567768
854	0.1627496252
855	0.1627413252
856	0.1627368779
857	0.162731575
858	0.1627242116
859	0.1627166519
860	0.1626948129
861	0.16267545
862	0.1626655177
863	0.1626540804
864	0.1626471178
865	0.162635807
866	0.162521143
867	0.1625060889
868	0.162492351
869	0.1624601005
870	0.1624355479
871	0.1624204399
872	0.1624129618
873	0.1624057402
874	0.1623987594
875	0.1623970894
876	0.1623760808
877	0.1623639946
878	0.1623513786
879	0.1623459336
880	0.1623078365
881	0.1622853829
882	0.1622613346
883	0.1622470472
884	0.1622406416
885	0.1622315715
886	0.1622238397
887	0.162221059
888	0.1622152138
889	0.1621945267
890	0.1621926221
891	0.1621872882
892	0.1621636057
893	0.1621445186
894	0.1621330442
895	0.1621081017
896	0.1621029659
897	0.1620879444
898	0.1620826511
899	0.1620750747
900	0.1620657695
901	0.1620557804
902	0.1620493835
903	0.1620336669
904	0.1620280216
905	0.1620103908
906	0.1619675761
907	0.1619617039
908	0.1619517994
909	0.1619272738
910	0.161874088
911	0.1618657127
912	0.161851432
913	0.1618447383
914	0.1618271764
915	0.1618243327
916	0.1617943197
917	0.1617891162
918	0.1617618569
919	0.1617588427
920	0.1617429325
921	0.161732885
922	0.161712475
923	0.1617040259
924	0.1616934066
925	0.1616889211
926	0.1616845268
927	0.1616517067
928	0.1616405005
929	0.1616277168
930	0.1616238795
931	0.1616157698
932	0.1615901491
933	0.1615697878
934	0.1615644779
935	0.1615566427
936	0.1615457982
937	0.1615318491
938	0.1615161216
939	0.1615061877
940	0.1614595014
941	0.1614306611
942	0.1614160735
943	0.1613999934
944	0.1613803935
945	0.1613651056
946	0.1613356449
947	0.1613268531
948	0.1613156856
949	0.1613101828
950	0.1612769697
951	0.1612721347
952	0.1612532164
953	0.1612287518
954	0.1612117082
955	0.1611963707
956	0.1611882017
957	0.1611779457
958	0.1611693066
959	0.1611668166
960	0.1611560905
961	0.1611433509
962	0.1611386364
963	0.16112436
964	0.1610300938
965	0.1610226176
966	0.1610132975
967	0.1610117354
968	0.1609989116
969	0.160989877
970	0.1609767521
971	0.1609702493
972	0.1609480309
973	0.1609303341
974	0.1609179977
975	0.1609042606
976	0.1609017637
977	0.1608981813
978	0.1608809975
979	0.1608557933
980	0.1608464273
981	0.1608313845
982	0.1607786878
983	0.1607695717
984	0.1607627743
985	0.1607255222
986	0.1607142084
987	0.1607033403
988	0.160699947
989	0.1606915559
990	0.1606752055
991	0.1606634747
992	0.1606617216
993	0.1606455572
994	0.1606352724
995	0.1606266747
996	0.1606191268
997	0.1606070245
998	0.1605946738
999	0.1605684578
1000	0.1605653678
1001	0.1605485894
1002	0.1605245776
1003	0.1605164134
1004	0.160491157
1005	0.1604763521
1006	0.1604109216
1007	0.1604072068
1008	0.1603995035
1009	0.1603863097
1010	0.1603780453
1011	0.1603585339
1012	0.160345162
1013	0.1603377825
1014	0.1603279321
1015	0.1602860782
1016	0.1602722375
1017	0.1602508683
1018	0.1602408804
1019	0.1602356762
1020	0.1602200098
1021	0.1602111053
1022	0.1602011527
1023	0.1601873061
1024	0.1601765713
1025	0.1601699904
1026	0.1601548867
1027	0.1601515098
1028	0.1601502701
1029	0.1601133175
1030	0.1601077619
1031	0.1600773256
1032	0.1600739513
1033	0.1600671117
1034	0.1600610292
1035	0.1600339501
1036	0.1600302262
1037	0.1600196462
1038	0.1599993178
1039	0.1599920005
1040	0.1599710764
1041	0.1599659167
1042	0.159940476
1043	0.1599102306
1044	0.159900805
1045	0.1598587259
1046	0.1598326627
1047	0.1598176413
1048	0.1598075001
1049	0.1598024898
1050	0.1597953746
1051	0.1597938562
1052	0.1597620426
1053	0.1597557636
1054	0.1597551708
1055	0.1597473603
1056	0.1597374049
1057	0.1597233504
1058	0.1597186499
1059	0.1597126267
1060	0.1597098194
1061	0.1596981987
1062	0.1596910362
1063	0.1596771892
1064	0.1596746724
1065	0.1596626293
1066	0.1596170572
1067	0.1596008391
1068	0.1595969621
1069	0.1595893198
1070	0.1595889137
1071	0.159584603
1072	0.1595751645
1073	0.1595696125
1074	0.1595587937
1075	0.1595563181
1076	0.159552671
1077	0.1595477089
1078	0.1595408312
1079	0.1595292389
1080	0.1595125843
1081	0.1594973922
1082	0.1594894459
1083	0.1594851753
1084	0.1594681736
1085	0.1594332497
1086	0.1594288159
1087	0.1594179955
1088	0.1594067692
1089	0.1593957641
1090	0.1593952709
1091	0.1593720332
1092	0.1593567909
1093	0.1592983846
1094	0.1592936409
1095	0.1592919937
1096	0.1592775878
1097	0.1592719572
1098	0.1592603287
1099	0.1592500249
1100	0.1592479107
1101	0.1592326421
1102	0.1592253713
1103	0.1592175905
1104	0.1592087728
1105	0.159199804
1106	0.1591890151
1107	0.1591734419
1108	0.1591574339
1109	0.1591488779
1110	0.1591442215
1111	0.1591409657
1112	0.1591351604
1113	0.1591209222
1114	0.1591132183
1115	0.1591106242
1116	0.15910784
1117	0.1590953513
1118	0.159065252
1119	0.1590561232
1120	0.1590394377
1121	0.1590184518
1122	0.1590059409
1123	0.1589947079
1124	0.1589836244
1125	0.1589822579
1126	0.1589741817
1127	0.1589709415
1128	0.1589489574
1129	0.1589430281
1130	0.1589376716
1131	0.1589363166
1132	0.1589167869
1133	0.1589044696
1134	0.1588842887
1135	0.1588817813
1136	0.1588771031
1137	0.1588705623
1138	0.158862533
1139	0.1588089408
1140	0.1587995968
1141	0.1587948735
1142	0.1587924789
1143	0.1587794679
1144	0.1587604714
1145	0.1587503907
1146	0.1587396875
1147	0.1587316088
1148	0.158710233
1149	0.1587002038
1150	0.1586992382
1151	0.1586860607
1152	0.1586775097
1153	0.1586666014
1154	0.1586500186
1155	0.1586396859
1156	0.1586257069
1157	0.1586126499
1158	0.1586093645
1159	0.1586052295
1160	0.1585902391
1161	0.158584866
1162	0.158581604
1163	0.1585748348
1164	0.1585710232
1165	0.1585691732
1166	0.1585494651
1167	0.1585379669
1168	0.1585361564
1169	0.1585135902
1170	0.1585004153
1171	0.1584856709
1172	0.1584725311
1173	0.1584609959
1174	0.1584528336
1175	0.1584487836
1176	0.1584476594
1177	0.1584374745
1178	0.1584236974
1179	0.1584173877
1180	0.1584164969
1181	0.1584080146
1182	0.1583991722
1183	0.1583838397
1184	0.1583714553
1185	0.1583666475
1186	0.1583514166
1187	0.1583320393
1188	0.1583267055
1189	0.1583127939
1190	0.1583033427
1191	0.1582993888
1192	0.1582873291
1193	0.1582738593
1194	0.1582695138
1195	0.1582654595
1196	0.1582591595
1197	0.1582369507
1198	0.1582322492
1199	0.1582240112
1200	0.1581968498
1201	0.1581910101
1202	0.1581558167
1203	0.1581451939
1204	0.1581012792
1205	0.1580877993
1206	0.1580773751
1207	0.158067429
1208	0.1580613382
1209	0.1580484626
1210	0.1580449393
1211	0.1580385458
1212	0.1580256256
1213	0.1580130169
1214	0.1579795864
1215	0.1579715786
1216	0.1579540239
1217	0.1579377906
1218	0.1579232702
1219	0.1579042093
1220	0.1578992743
1221	0.1578860633
1222	0.1578668811
1223	0.1578314207
1224	0.1578041458
1225	0.1577937054
1226	0.1577798327
1227	0.1577566478
1228	0.1577372138
1229	0.1577212583
1230	0.1577130016
1231	0.1577096042
1232	0.1577048765
1233	0.1577015658
1234	0.1576868855
1235	0.1576747512
1236	0.1576570426
1237	0.1576563222
1238	0.1576477919
1239	0.1576424405
1240	0.15764048
1241	0.1576197689
1242	0.1576109237
1243	0.1576069636
1244	0.157604768
1245	0.1576033787
1246	0.1575981529
1247	0.1575881845
1248	0.1575874688
1249	0.1575720979
1250	0.1575584028
1251	0.1575275311
1252	0.1575061811
1253	0.1574967055
1254	0.1574922778
1255	0.1574840332
1256	0.1574764684
1257	0.1574505385
1258	0.1574304013
1259	0.157418382
1260	0.1573984298
1261	0.1573853143
1262	0.1573727538
1263	0.1573710096
1264	0.1573597238
1265	0.1573177766
1266	0.1573023094
1267	0.157294678
1268	0.1572934218
1269	0.1572868556
1270	0.1572722016
1271	0.1572684144
1272	0.1572647598
1273	0.1572591764
1274	0.1572519841
1275	0.1572487637
1276	0.1572405833
1277	0.1572184938
1278	0.1571987215
1279	0.1571905361
1280	0.1571855467
1281	0.1571831195
1282	0.1571516282
1283	0.1571444553
1284	0.1571256131
1285	0.15711913
1286	0.1571140628
1287	0.1571085339
1288	0.1571047644
1289	0.1570912628
1290	0.1570855415
1291	0.1570765618
1292	0.157073547
1293	0.1570607198
1294	0.1570570704
1295	0.1570456031
1296	0.1570403747
1297	0.1570329218
1298	0.156987425
1299	0.1569830841
1300	0.1569714033
1301	0.156956912
1302	0.1569311198
1303	0.1569101794
1304	0.1569052394
1305	0.156896445
1306	0.1568849588
1307	0.1568782609
1308	0.1568708096
1309	0.1568682334
1310	0.1568591566
1311	0.1568539343
1312	0.156845212
1313	0.1568419337
1314	0.1568243102
1315	0.1568130426
1316	0.156802677
1317	0.1567995312
1318	0.1567953608
1319	0.156780394
1320	0.1567584258
1321	0.1567532231
1322	0.1567507541
1323	0.1567474726
1324	0.1567166121
1325	0.1567058255
1326	0.1566977326
1327	0.1566870916
1328	0.1566747786
1329	0.1566623243
1330	0.156655595
1331	0.1566461015
1332	0.1566452309
1333	0.1566437607
1334	0.1566366386
1335	0.1566107671
1336	0.1566079298
1337	0.1565980437
1338	0.1565891408
1339	0.1565783639
1340	0.1565683478
1341	0.1565675142
1342	0.1565357348
1343	0.156522467
1344	0.1565150777
1345	0.1565046988
1346	0.1564899215
1347	0.1564889021
1348	0.1564258532
1349	0.1563759407
1350	0.1563701487
1351	0.1563665024
1352	0.1563616804
1353	0.1563536547
1354	0.1563493692
1355	0.156323711
1356	0.1563078313
1357	0.1563020098
1358	0.1563002105
1359	0.1562983237
1360	0.1562597946
1361	0.156235337
1362	0.1562093667
1363	0.156194672
1364	0.1561886568
1365	0.1561789109
1366	0.1561650062
1367	0.1561593637
1368	0.1561542752
1369	0.1561486156
1370	0.1561424572
1371	0.1561184054
1372	0.1561110826
1373	0.1561007597
1374	0.156095081
1375	0.156086684
1376	0.1560430368
1377	0.1560405483
1378	0.1560285093
1379	0.1559896381
1380	0.1559798963
1381	0.1559653169
1382	0.1559270557
1383	0.1559262798
1384	0.1559221927
1385	0.1559194507
1386	0.1559164051
1387	0.1559135136
1388	0.1559041856
1389	0.1558874779
1390	0.1558764551
1391	0.1558730709
1392	0.1558671553
1393	0.155853741
1394	0.1558475745
1395	0.1558441756
1396	0.1558309186
1397	0.1558190089
1398	0.1558181093
1399	0.155816305
1400	0.155805688
1401	0.1558025949
1402	0.1557966156
1403	0.1557246155
1404	0.1557092086
1405	0.155706395
1406	0.1556911524
1407	0.1556761872
1408	0.1556714168
1409	0.155667631
1410	0.1556656589
1411	0.1556476906
1412	0.1556350892
1413	0.1556312695
1414	0.1556217315
1415	0.1556190907
1416	0.1556100548
1417	0.1556008666
1418	0.1555951624
1419	0.1555932339
1420	0.1555867629
1421	0.1555831408
1422	0.1555798364
1423	0.1555738977
1424	0.1555469506
1425	0.1555383448
1426	0.1555328721
1427	0.1555319474
1428	0.1555263211
1429	0.1555197594
1430	0.1555175814
1431	0.1555135703
1432	0.1555093001
1433	0.1554959245
1434	0.1554826126
1435	0.1554809773
1436	0.1554775899
1437	0.15545593
1438	0.1554504456
1439	0.155432197
1440	0.1554200195
1441	0.1554121387
1442	0.1554032728
1443	0.1554001624
1444	0.1553911896
1445	0.1553827695
1446	0.1553792409
1447	0.1553749337
1448	0.155361258
1449	0.1553539268
1450	0.1553517232
1451	0.1553456091
1452	0.1553340506
1453	0.1553104407
1454	0.1553022973
1455	0.1552611591
1456	0.155259772
1457	0.1552565572
1458	0.1552403801
1459	0.1552327538
1460	0.155223305
1461	0.155208216
1462	0.1552010037
1463	0.1551966522
1464	0.1551786136
1465	0.1551760754
1466	0.155165045
1467	0.1551589276
1468	0.155131518
1469	0.155118638
1470	0.1551051896
1471	0.1550990889
1472	0.1550917131
1473	0.1550892629
1474	0.1550756595
1475	0.1550632132
1476	0.1550549988
1477	0.1550306069
1478	0.1550162027
1479	0.1550115733
1480	0.1550051822
1481	0.1549556526
1482	0.1549418823
1483	0.1549320007
1484	0.1549286019
1485	0.1549278354
1486	0.1549249552
1487	0.1549065395
1488	0.1548941519
1489	0.1548875788
1490	0.1548859277
1491	0.154877817
1492	0.1548694126
1493	0.1548603734
1494	0.1548492702
1495	0.1548372678
1496	0.1548315982
1497	0.154822055
1498	0.1548001762
1499	0.1547878797
1500	0.1547801997
1501	0.1547697912
1502	0.1547605547
1503	0.1547538356
1504	0.1547507453
1505	0.1547394388
1506	0.1547288611
1507	0.15470345
1508	0.1546941261
1509	0.1546713333
1510	0.1546547258
1511	0.1546470868
1512	0.1546132612
1513	0.1546057395
